,Sample Date,Age,Sex,Lat_Cent,Long_Cent,Active - Hunter Killed,Active - Other,Active - Road-Killed,Targeted - Other,Targeted-Clinical suspect
113,1,1.5,1.0,39.190558,-78.429834,1,0,0,0,0
114,1,3.5,0.0,39.405753999999995,-78.32850400000001,1,0,0,0,0
115,1,2.5,1.0,39.204633,-78.410686,1,0,0,0,0
116,1,1.5,1.0,,,1,0,0,0,0
117,1,,1.0,39.132197,-78.413342,1,0,0,0,0
118,1,1.5,0.0,39.275808000000005,-78.352104,1,0,0,0,0
119,1,2.5,0.0,39.132197,-78.413342,1,0,0,0,0
120,1,1.5,0.0,39.132197,-78.413342,1,0,0,0,0
121,1,1.5,0.0,39.246411,-78.334564,1,0,0,0,0
122,1,1.5,1.0,39.291137,-78.38884200000001,1,0,0,0,0
123,1,3.5,1.0,39.033202,-78.528499,1,0,0,0,0
124,1,1.5,1.0,39.291137,-78.38884200000001,1,0,0,0,0
125,1,2.5,0.0,39.260897,-78.33401500000001,1,0,0,0,0
126,1,2.5,0.0,39.204217,-78.392066,1,0,0,0,0
127,1,2.5,1.0,39.190146,-78.411218,1,0,0,0,0
128,1,2.5,1.0,39.230195,-78.260611,1,0,0,0,0
129,1,,0.0,39.274088,-78.27755400000001,1,0,0,0,0
130,1,1.5,1.0,39.071290000000005,-78.28536899999999,1,0,0,0,0
131,1,,1.0,39.158204,-78.28202900000001,1,0,0,0,0
132,1,,1.0,39.289869,-78.332916,1,0,0,0,0
133,1,,1.0,39.361868,-78.311501,1,0,0,0,0
134,1,2.5,1.0,39.113873999999996,-78.246512,1,0,0,0,0
135,1,1.5,1.0,39.116458,-78.358082,1,0,0,0,0
136,1,2.0,0.0,39.129233,-78.283144,1,0,0,0,0
137,1,1.5,1.0,39.316664,-78.238574,1,0,0,0,0
138,1,4.0,1.0,39.316664,-78.238574,1,0,0,0,0
139,1,,1.0,39.346075,-78.256089,1,0,0,0,0
140,1,1.5,1.0,39.062179,-78.527489,1,0,0,0,0
141,1,3.5,0.0,39.058510999999996,-78.36024499999999,1,0,0,0,0
142,1,2.5,1.0,39.117295,-78.395275,1,0,0,0,0
143,1,1.5,1.0,39.072998,-78.359705,1,0,0,0,0
144,1,1.5,1.0,39.102391,-78.377216,1,0,0,0,0
145,1,1.5,1.0,38.959162,-78.45679100000001,1,0,0,0,0
146,1,2.5,0.0,39.116878,-78.37667900000001,1,0,0,0,0
147,1,2.5,0.0,39.045273,-78.416517,1,0,0,0,0
148,1,2.5,1.0,39.060171000000004,-78.43457099999999,1,0,0,0,0
149,1,1.5,1.0,39.103634,-78.432996,1,0,0,0,0
150,1,2.5,0.0,39.103634,-78.432996,1,0,0,0,0
151,1,2.5,1.0,39.060171000000004,-78.43457099999999,1,0,0,0,0
152,1,2.5,1.0,38.989340000000006,-78.511447,1,0,0,0,0
153,1,3.5,1.0,39.04486,-78.39793900000001,1,0,0,0,0
154,1,1.5,1.0,39.074658,-78.43404699999999,1,0,0,0,0
155,1,1.5,1.0,39.076668,-78.526983,1,0,0,0,0
156,1,2.5,1.0,39.017519,-78.473287,1,0,0,0,0
157,1,1.5,1.0,39.072998,-78.359705,1,0,0,0,0
158,1,2.5,1.0,39.071290000000005,-78.28536899999999,1,0,0,0,0
159,1,1.5,1.0,39.087903999999995,-78.377753,1,0,0,0,0
160,1,2.5,1.0,39.216147,-78.279795,1,0,0,0,0
161,1,1.5,1.0,39.31487,-78.163989,1,0,0,0,0
162,1,1.5,1.0,39.129665,-78.301743,1,0,0,0,0
163,1,2.5,1.0,39.170928,-78.207035,1,0,0,0,0
164,1,1.5,1.0,39.117709999999995,-78.413872,1,0,0,0,0
165,1,1.5,1.0,39.27321,-78.240282,1,0,0,0,0
166,1,5.5,0.0,39.330705,-78.219353,1,0,0,0,0
167,1,,1.0,39.375484,-78.273617,1,0,0,0,0
168,1,4.0,1.0,39.376783,-78.32960899999999,1,0,0,0,0
169,1,2.5,1.0,39.274954,-78.314828,1,0,0,0,0
170,1,2.5,1.0,39.219120000000004,-78.41015300000001,1,0,0,0,0
171,1,2.5,1.0,39.247258,-78.371825,1,0,0,0,0
172,1,1.5,1.0,39.261745,-78.37128299999999,1,0,0,0,0
173,1,1.5,1.0,39.116878,-78.37667900000001,1,0,0,0,0
174,1,2.5,1.0,39.030372,-78.398471,1,0,0,0,0
175,1,1.5,0.0,39.017519,-78.473287,1,0,0,0,0
176,1,4.5,0.0,39.132197,-78.413342,1,0,0,0,0
177,1,2.5,1.0,39.101122,-78.321439,1,0,0,0,0
178,1,3.5,1.0,39.060171000000004,-78.43457099999999,1,0,0,0,0
179,1,1.5,1.0,38.959162,-78.45679100000001,0,0,1,0,0
180,1,1.5,1.0,39.014629,-78.343293,0,0,1,0,0
181,1,3.5,0.0,39.044443,-78.379362,1,0,0,0,0
182,1,1.5,1.0,39.000982,-78.380967,0,0,1,0,0
183,1,1.5,1.0,38.902408,-78.514487,0,0,1,0,0
184,1,2.0,1.0,39.01505,-78.361862,1,0,0,0,0
185,1,1.5,1.0,39.173123,-78.300081,1,0,0,0,0
186,1,3.5,0.0,39.118121,-78.43247,1,0,0,0,0
187,1,2.5,1.0,,,0,0,0,0,1
188,1,1.5,1.0,39.013777000000005,-78.306155,0,0,1,0,0
189,1,1.5,1.0,39.015469,-78.380432,0,0,1,0,0
190,1,1.5,1.0,38.958756,-78.43823499999999,0,0,1,0,0
191,1,1.5,1.0,39.284062,-78.09061,0,0,1,0,0
192,1,1.5,1.0,39.014629,-78.343293,0,0,1,0,0
193,1,1.5,1.0,39.055493,-78.230187,0,0,1,0,0
194,1,1.5,1.0,39.001115999999996,-77.80496099999999,0,0,1,0,0
195,1,3.5,1.0,39.045683000000004,-78.435096,1,0,0,0,0
196,1,3.5,1.0,39.156444,-78.20760899999999,1,0,0,0,0
197,1,,0.0,38.959965999999994,-78.493905,1,0,0,0,0
198,1,2.0,0.0,38.974453999999994,-78.493394,1,0,0,0,0
199,1,2.0,0.0,38.974453999999994,-78.493394,1,0,0,0,0
200,1,3.5,1.0,39.131782,-78.394741,1,0,0,0,0
201,1,2.5,0.0,38.972834999999996,-78.41915300000001,0,0,1,0,0
202,1,3.5,1.0,39.331148999999996,-78.238004,1,0,0,0,0
203,1,3.5,0.0,39.118121,-78.43247,1,0,0,0,0
204,1,1.5,1.0,39.27365,-78.25891800000001,0,0,1,0,0
205,1,1.5,1.0,39.332896999999996,-78.312612,0,0,1,0,0
206,1,2.5,0.0,39.156444,-78.20760899999999,0,0,1,0,0
207,1,1.5,0.0,39.061384999999994,-78.490321,1,0,0,0,0
208,1,1.5,1.0,39.075471,-78.47122,1,0,0,0,0
209,1,1.5,1.0,39.260037,-78.296748,0,0,1,0,0
210,1,3.0,0.0,39.060983,-78.471737,1,0,0,0,0
211,1,2.0,0.0,39.061783,-78.508904,1,0,0,0,0
212,1,2.0,0.0,39.199449,-78.187272,0,0,1,0,0
213,1,1.5,1.0,39.275808000000005,-78.352104,0,0,1,0,0
214,1,1.5,0.0,39.060983,-78.471737,1,0,0,0,0
215,1,6.5,0.0,39.117709999999995,-78.413872,1,0,0,0,0
216,1,5.5,0.0,39.018318,-78.51043100000001,1,0,0,0,0
217,1,2.5,0.0,39.104042,-78.45159,0,1,0,0,0
218,1,5.5,0.0,39.060983,-78.471737,1,0,0,0,0
219,1,3.5,0.0,39.228867,-78.204739,0,0,1,0,0
220,1,2.0,1.0,,,1,0,0,0,0
221,1,1.5,1.0,39.40489,-78.29115999999999,1,0,0,0,0
222,1,2.5,1.0,39.40489,-78.29115999999999,1,0,0,0,0
223,1,1.5,1.0,39.159494,-78.337849,1,0,0,0,0
224,1,3.5,0.0,38.920334000000004,-78.680911,1,0,0,0,0
225,1,,0.0,38.93217,-78.550576,1,0,0,0,0
226,1,2.5,1.0,39.246836,-78.35319399999999,1,0,0,0,0
227,1,2.5,0.0,39.043177,-78.323631,1,0,0,0,0
228,1,,1.0,39.132609,-78.431943,1,0,0,0,0
229,1,,0.0,39.200343,-78.22450400000001,0,0,1,0,0
230,1,1.5,1.0,39.131365,-78.376141,1,0,0,0,0
231,2,4.5,0.0,38.93217,-78.550576,1,0,0,0,0
232,2,2.5,1.0,39.217011,-78.317038,1,0,0,0,0
233,2,1.5,0.0,39.132609,-78.431943,1,0,0,0,0
234,2,4.5,0.0,39.146684,-78.412812,1,0,0,0,0
235,2,,0.0,39.347812,-78.330713,0,0,1,0,0
236,2,,0.0,39.347382,-78.31205600000001,0,0,1,0,0
237,2,1.0,0.0,39.434295,-78.308717,0,0,1,0,0
238,2,3.5,0.0,,,0,0,0,0,1
239,2,1.0,0.0,39.274522999999995,-78.29619100000001,0,0,0,0,1
240,2,,0.0,,,0,0,0,0,1
241,2,1.5,1.0,39.099389,-78.247076,0,0,0,1,0
242,2,1.5,1.0,,,0,0,0,0,1
243,2,1.5,0.0,,,0,0,0,0,1
244,2,2.0,0.0,39.258282,-78.222219,0,0,1,0,0
245,2,7.0,0.0,,,0,0,0,0,1
246,2,3.5,0.0,39.261745,-78.37128299999999,1,0,0,0,0
247,2,,0.0,39.174403999999996,-78.355914,1,0,0,0,0
248,2,3.5,1.0,39.174403999999996,-78.355914,1,0,0,0,0
249,2,2.5,1.0,39.084463,-78.229054,1,0,0,0,0
250,2,1.5,0.0,39.303058,-78.276431,0,0,1,0,0
251,2,1.5,1.0,39.155996,-78.18900500000001,0,0,1,0,0
252,2,3.5,0.0,39.003828999999996,-78.51093900000001,1,0,0,0,0
253,2,4.5,0.0,39.029537,-78.361323,0,0,1,0,0
254,2,3.5,0.0,39.243351000000004,-78.204163,0,0,1,0,0
255,2,5.5,0.0,39.103221999999995,-78.414402,1,0,0,0,0
256,2,3.5,0.0,39.003828999999996,-78.51093900000001,1,0,0,0,0
257,2,1.5,1.0,39.087485,-78.359164,1,0,0,0,0
258,2,1.5,0.0,39.132609,-78.431943,1,0,0,0,0
259,2,1.5,0.0,39.247258,-78.371825,1,0,0,0,0
260,2,1.5,1.0,39.37592,-78.292281,0,0,1,0,0
261,2,1.5,1.0,39.084019,-78.210468,0,0,1,0,0
262,2,2.5,1.0,39.362297999999996,-78.330161,1,0,0,0,0
263,2,1.5,1.0,39.245983,-78.315934,1,0,0,0,0
264,2,2.5,0.0,38.975246000000006,-78.530516,1,0,0,0,0
265,2,1.5,0.0,38.974053999999995,-78.47483299999999,1,0,0,0,0
266,2,3.5,0.0,39.087485,-78.359164,1,0,0,0,0
267,2,4.5,1.0,38.961149,-78.549578,1,0,0,0,0
268,2,2.5,0.0,39.029115000000004,-78.34275,1,0,0,0,0
269,2,3.5,0.0,39.051398999999996,-78.063001,0,0,0,0,1
270,2,1.5,1.0,39.170928,-78.207035,0,0,1,0,0
271,2,1.5,1.0,39.27365,-78.25891800000001,1,0,0,0,0
272,2,3.5,1.0,39.159067,-78.319242,1,0,0,0,0
273,2,2.5,1.0,39.100262,-78.284257,1,0,0,0,0
274,2,3.5,1.0,39.103221999999995,-78.414402,1,0,0,0,0
275,2,3.5,1.0,39.332029,-78.275307,1,0,0,0,0
276,2,2.5,0.0,38.918836,-78.606717,1,0,0,0,0
277,2,0.5,0.0,39.303058,-78.276431,0,0,1,0,0
278,2,0.5,0.0,39.288136,-78.258353,0,0,1,0,0
279,2,3.5,0.0,39.04486,-78.39793900000001,1,0,0,0,0
280,2,3.5,0.0,38.93217,-78.550576,1,0,0,0,0
281,2,2.5,1.0,39.028690999999995,-78.324177,1,0,0,0,0
282,2,3.5,1.0,39.042318,-78.286479,1,0,0,0,0
283,2,,0.0,39.014204,-78.324724,1,0,0,0,0
284,2,3.5,0.0,39.015885,-78.399002,1,0,0,0,0
285,2,1.5,0.0,39.044443,-78.379362,1,0,0,0,0
286,2,3.5,1.0,39.042318,-78.286479,1,0,0,0,0
287,2,3.5,0.0,39.043177,-78.323631,1,0,0,0,0
288,2,2.5,0.0,39.027832000000004,-78.287033,1,0,0,0,0
289,2,2.5,1.0,39.027832000000004,-78.287033,1,0,0,0,0
290,2,,1.0,38.990516,-78.567144,1,0,0,0,0
291,2,1.5,0.0,39.043177,-78.323631,1,0,0,0,0
292,2,,1.0,39.087485,-78.359164,1,0,0,0,0
293,2,2.5,1.0,39.075066,-78.45263299999999,1,0,0,0,0
294,2,1.5,0.0,38.816641,-78.573074,1,0,0,0,0
295,2,1.5,0.0,39.073834000000005,-78.396875,1,0,0,0,0
296,2,,0.0,39.072998,-78.359705,1,0,0,0,0
297,2,1.5,1.0,39.112989,-78.209326,1,0,0,0,0
298,2,3.5,0.0,39.112989,-78.209326,1,0,0,0,0
299,2,,1.0,39.060171000000004,-78.43457099999999,1,0,0,0,0
300,2,,0.0,38.848246,-78.701797,1,0,0,0,0
301,2,,1.0,39.046896000000004,-78.49083399999999,1,0,0,0,0
302,2,,1.0,39.060983,-78.471737,1,0,0,0,0
303,2,1.5,1.0,39.060983,-78.471737,1,0,0,0,0
304,2,,1.0,39.060171000000004,-78.43457099999999,1,0,0,0,0
305,2,2.5,0.0,39.103634,-78.432996,1,0,0,0,0
306,2,,1.0,39.088321,-78.396342,1,0,0,0,0
307,2,1.5,0.0,39.003431,-78.49237099999999,1,0,0,0,0
308,2,,1.0,39.146684,-78.412812,1,0,0,0,0
309,2,4.5,1.0,39.146684,-78.412812,1,0,0,0,0
310,2,2.5,1.0,39.004616,-78.548078,1,0,0,0,0
311,2,3.5,1.0,39.029115000000004,-78.34275,1,0,0,0,0
312,2,1.5,1.0,39.089959,-78.470702,1,0,0,0,0
313,2,2.5,1.0,39.130095000000004,-78.32034200000001,1,0,0,0,0
314,2,3.5,1.0,39.074658,-78.43404699999999,1,0,0,0,0
315,2,4.5,0.0,39.130095000000004,-78.32034200000001,1,0,0,0,0
316,2,3.5,0.0,38.8746,-78.57110300000001,1,0,0,0,0
317,2,2.5,1.0,39.130095000000004,-78.32034200000001,1,0,0,0,0
318,2,1.5,1.0,39.130095000000004,-78.32034200000001,1,0,0,0,0
319,2,2.5,1.0,39.047295,-78.509414,1,0,0,0,0
320,2,1.5,1.0,39.087062,-78.340576,1,0,0,0,0
321,2,2.5,1.0,39.087062,-78.340576,1,0,0,0,0
322,2,3.5,0.0,39.017920000000004,-78.49185899999999,1,0,0,0,0
323,2,4.5,0.0,38.974453999999994,-78.493394,1,0,0,0,0
324,2,2.5,0.0,39.072575,-78.34111999999999,1,0,0,0,0
325,2,2.5,0.0,39.104447,-78.470184,1,0,0,0,0
326,2,6.5,0.0,39.046091,-78.453675,1,0,0,0,0
327,2,2.5,1.0,39.046091,-78.453675,1,0,0,0,0
328,2,2.5,0.0,39.072998,-78.359705,1,0,0,0,0
329,2,1.5,0.0,39.046091,-78.453675,1,0,0,0,0
330,2,2.5,0.0,39.046091,-78.453675,1,0,0,0,0
331,2,2.5,1.0,39.046091,-78.453675,1,0,0,0,0
332,2,2.5,0.0,39.116035,-78.339486,1,0,0,0,0
333,2,1.5,1.0,39.116035,-78.339486,1,0,0,0,0
334,2,2.5,1.0,39.073417,-78.378289,1,0,0,0,0
335,2,1.5,1.0,39.046091,-78.453675,1,0,0,0,0
336,2,1.5,0.0,39.260897,-78.33401500000001,0,0,1,0,0
337,2,2.5,1.0,39.24245,-78.16691,1,0,0,0,0
338,2,2.0,1.0,39.155545000000004,-78.170401,1,0,0,0,0
339,2,1.5,1.0,39.131782,-78.394741,1,0,0,0,0
340,2,3.0,1.0,39.172253999999995,-78.262862,1,0,0,0,0
341,2,4.0,0.0,39.157769,-78.263424,1,0,0,0,0
342,2,3.0,1.0,39.160339,-78.375064,1,0,0,0,0
343,2,3.0,0.0,39.186739,-78.2623,1,0,0,0,0
344,2,,1.0,39.434295,-78.308717,1,0,0,0,0
345,2,3.0,0.0,39.201225,-78.261737,1,0,0,0,0
346,2,3.0,0.0,39.160339,-78.375064,1,0,0,0,0
347,2,3.0,1.0,39.245983,-78.315934,1,0,0,0,0
348,2,1.0,1.0,39.229755,-78.241986,1,0,0,0,0
349,2,1.5,1.0,39.229755,-78.241986,1,0,0,0,0
350,2,2.0,1.0,39.129665,-78.301743,1,0,0,0,0
351,2,2.5,1.0,39.114312,-78.265106,1,0,0,0,0
352,2,3.0,0.0,39.245551,-78.29730500000001,1,0,0,0,0
353,2,3.0,1.0,39.317544,-78.275869,1,0,0,0,0
354,2,3.0,0.0,39.186739,-78.2623,1,0,0,0,0
355,2,3.0,0.0,39.15733,-78.24481800000001,1,0,0,0,0
356,2,2.0,1.0,39.160339,-78.375064,1,0,0,0,0
357,2,6.0,0.0,39.116035,-78.339486,1,0,0,0,0
358,2,2.0,0.0,39.160339,-78.375064,1,0,0,0,0
359,2,2.0,0.0,39.116458,-78.358082,1,0,0,0,0
360,2,1.5,0.0,39.268168,-78.035315,1,0,0,0,0
361,2,2.0,1.0,39.189312,-78.373986,1,0,0,0,0
362,2,5.0,0.0,39.330705,-78.219353,1,0,0,0,0
363,2,8.0,0.0,39.332896999999996,-78.312612,1,0,0,0,0
364,2,1.0,1.0,39.202094,-78.29897199999999,1,0,0,0,0
365,2,3.0,0.0,39.215270000000004,-78.242553,1,0,0,0,0
366,2,2.0,1.0,39.200343,-78.22450400000001,1,0,0,0,0
367,2,1.0,1.0,39.215270000000004,-78.242553,1,0,0,0,0
368,2,1.0,1.0,39.075873,-78.489807,1,0,0,0,0
369,2,3.0,0.0,39.27365,-78.25891800000001,1,0,0,0,0
370,2,,1.0,39.231066,-78.297861,1,0,0,0,0
371,2,2.0,1.0,39.186739,-78.2623,1,0,0,0,0
372,2,3.0,1.0,39.214828000000004,-78.223933,1,0,0,0,0
373,2,3.0,1.0,39.130521,-78.338941,1,0,0,0,0
374,2,3.5,1.0,39.231497,-78.316486,1,0,0,0,0
375,2,2.5,1.0,39.289869,-78.332916,1,0,0,0,0
376,2,5.0,1.0,39.290717,-78.3702,1,0,0,0,0
377,2,3.5,1.0,39.261322,-78.352649,1,0,0,0,0
378,2,2.5,1.0,39.347382,-78.31205600000001,1,0,0,0,0
379,2,1.5,1.0,39.127474,-78.208754,1,0,0,0,0
380,2,3.5,0.0,39.274088,-78.27755400000001,1,0,0,0,0
381,2,2.5,0.0,39.290294,-78.351558,1,0,0,0,0
382,2,3.5,1.0,39.274088,-78.27755400000001,1,0,0,0,0
383,2,2.5,1.0,39.275383000000005,-78.333466,1,0,0,0,0
384,2,3.5,0.0,39.261322,-78.352649,1,0,0,0,0
385,2,3.5,1.0,39.18973,-78.392602,1,0,0,0,0
386,2,4.5,0.0,39.275808000000005,-78.352104,1,0,0,0,0
387,2,1.5,0.0,39.23235,-78.353739,1,0,0,0,0
388,2,2.5,1.0,39.17398,-78.33730200000001,1,0,0,0,0
389,2,2.5,0.0,39.390405,-78.291721,1,0,0,0,0
390,2,3.5,0.0,39.118121,-78.43247,1,0,0,0,0
391,2,1.5,0.0,39.118121,-78.43247,1,0,0,0,0
392,2,1.5,1.0,39.117709999999995,-78.413872,1,0,0,0,0
393,2,2.0,0.0,39.117709999999995,-78.413872,1,0,0,0,0
394,2,1.5,1.0,39.118121,-78.43247,1,0,0,0,0
395,2,1.5,1.0,39.117709999999995,-78.413872,1,0,0,0,0
396,2,1.5,0.0,39.118121,-78.43247,1,0,0,0,0
397,2,2.5,1.0,39.233191,-78.39099300000001,1,0,0,0,0
398,2,3.5,0.0,39.245117,-78.278675,1,0,0,0,0
399,2,2.5,1.0,39.245983,-78.315934,1,0,0,0,0
400,2,1.5,1.0,39.274954,-78.314828,1,0,0,0,0
401,2,2.5,1.0,39.145431,-78.356999,1,0,0,0,0
402,2,3.5,0.0,39.275383000000005,-78.333466,1,0,0,0,0
403,2,1.5,1.0,39.229755,-78.241986,1,0,0,0,0
404,2,2.0,1.0,39.097156,-78.15413199999999,1,0,0,0,0
405,2,2.0,0.0,39.21118,-78.074987,1,0,0,0,0
406,2,1.5,0.0,39.188466,-78.33675600000001,1,0,0,0,0
